Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1000,Manchester Leisure,Gas,20/12/2024,1908680798,SEFE ENERGY Ltd,£741.50
Manchester City Council,1000,Manchester Leisure,Water - Metered,29/01/2025,1908681119,United Utilities Water Plc,£741.50
Manchester City Council,1007,Corporate Services,Water - Metered,20/12/2024,1908680447,Anglian Water Business (National),£740.69
Manchester City Council,1000,Manchester Leisure,ClothsUniformLaundry,03/12/2024,5105963972,Arco Group Ltd,£740.10
Manchester City Council,1011,Chief Executives,Storage Costs,24/12/2024,5105968137,Oasis UK formerly Box-It (NW),£739.63
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682871,Keystones Centre Limited,£739.08
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",09/12/2024,1908666349,Argos Business Solutions,£736.95
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684578,Meridian Health and Social Care Ltd,£736.64
Manchester City Council,1005,Adult Social Care,Home Care ,05/12/2024,1908662211,Age UK Manchester,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682566,Routes Healthcare (North) Ltd,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665462,The Care Company Plus Ltd,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673661,The Care Company Plus Ltd,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665442,The Care Company Plus Ltd,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673707,The Care Company Plus Ltd,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665066,H.G. Care Services Ltd,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657975,Age UK Manchester,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665135,H.G. Care Services Ltd,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682793,iCare Solutions Manchester Limit,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,05/12/2024,1908662201,Age UK Manchester,£736.00
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666798,Homecare Support,£735.36
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677823,Redacted Personal Information,£735.35
Manchester City Council,1007,Corporate Services,Electricity,12/12/2024,1908671627,Haven Power Ltd,£735.20
Manchester City Council,1005,Adult Social Care,External repairs and maintenance for buildings,23/12/2024,5105967727,T F Jones Property Services Ltd,£733.83
Manchester City Council,1007,Corporate Services,Furniture,09/12/2024,5105964478,Bennett Workplace Solutions Ltd,£733.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,06/12/2024,1908662956,Foster Care Associates Limited,£732.60
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671699,Haven Power Ltd,£732.15
Manchester City Council,1005,Adult Social Care,Furniture,23/12/2024,5105967534,Bennett Workplace Solutions Ltd,£732.00
Manchester City Council,1004,Childrens & Education Services,Equipment,18/12/2024,5105966861,Stellar Network Solutions Ltd,£730.00
Manchester City Council,1000,Manchester Leisure,Professional Fees,19/12/2024,5105967004,Lancashire County Council,£730.00
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",06/12/2024,1908664540,TRAVELODGE P CARD ONLY,£729.93
Manchester City Council,1007,Corporate Services,WPS Awards,31/12/2024,5105967608,Furniture Resource Centre Ltd,£727.76
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",06/12/2024,1908663864,BOOKING.COM,£726.30
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682408,Angel Care Services UK Ltd,£726.00
Manchester City Council,1005,Adult Social Care,Supported Accommodation,11/12/2024,1908669682,Angel Care Services UK Ltd,£726.00
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665172,Angel Care Services UK Ltd,£726.00
Manchester City Council,1007,Corporate Services,Water - Metered,20/12/2024,1908680504,Anglian Water Business (National),£725.67
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669408,Redacted Personal Information,£725.38
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679379,Redacted Personal Information,£725.00
Manchester City Council,1005,Adult Social Care,Temp Care- Resident,20/12/2024,1908679656,Polefield Nursing Home,£725.00
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,11/12/2024,5105964552,Waythrough,£724.83
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658279,Bluebird Care (Manchester South),£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657930,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657922,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665156,H.G. Care Services Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657920,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,20/12/2024,1908679823,Care Quality Services Limited,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657900,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666790,Care Quality Services Limited,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666811,Chrysalis Home Care Group Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665636,Bluebird Care (Manchester South),£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682598,The Care Company Plus Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682676,Bluebird Care (Manchester South),£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657901,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682542,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673862,Bluebird Care (Manchester South),£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669744,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682518,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682482,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673485,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682485,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665368,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682509,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682505,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673480,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669728,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669715,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669755,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669820,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682563,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673477,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669798,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665421,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665384,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665385,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684552,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665405,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669838,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669819,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665406,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682584,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669797,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,17/12/2024,1908675608,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,17/12/2024,1908675610,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669780,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657940,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673542,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673537,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673528,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665312,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665318,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673562,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669760,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669732,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665333,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673578,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665360,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682565,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673579,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682495,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673590,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665345,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682525,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673517,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669770,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673552,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665350,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673513,Routes Healthcare (North) Ltd,£724.50
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677981,Redacted Personal Information,£724.10
