Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Environment and Operations,Construction Works,28/10/2024,5105956965,J.Hopkins (Contractors) Ltd.,"£21,684.98"
Manchester City Council,Hospitality + Trading Services,Professional fees,31/10/2024,5105957038,Absolute DJs Ltd,"£21,500.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17/10/2024,5105955294,The Proud Trust,"£21,485.00"
Manchester City Council,Environment and Operations,Construction Works,24/10/2024,5105956535,Rosgal Ltd,"£21,479.84"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616086,CAS Care Services,"£21,441.76"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105956893,Coating Services Limited,"£21,397.33"
Manchester City Council,Manchester Leisure,Professional Fees,22/10/2024,5105956032,Redacted Personal Information,"£21,369.00"
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,24/10/2024,5105954980,Seddon Construction Ltd,"£21,288.82"
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,31/10/2024,5105957573,Seddon Construction Ltd,"£21,288.82"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615938,The Together Trust,"£21,257.01"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596361,Oasis Adolescent Services Ltd,"£21,214.20"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602920,Social Care Services Ltd,"£21,214.20"
Manchester City Council,Childrens Services,Building Works,03/10/2024,5105953043,The East Manchester Academy,"£21,205.00"
Manchester City Council,Adult Social Care,RNH Permanent Pays,31/10/2024,1908622471,HC-One No.1 Limited,"£21,200.00"
Manchester City Council,Manchester Leisure,Professional Fees,15/10/2024,5105954873,Redacted Personal Information,"£21,195.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,09/10/2024,5105953813,Mill School,"£21,091.33"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,09/10/2024,5105953815,Mill School,"£21,091.33"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,09/10/2024,5105953816,Mill School,"£21,091.33"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616008,Ashley House Rest Home,"£21,045.48"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30/10/2024,5105956748,Caritas Diocese of Salford,"£21,041.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03/10/2024,5105953142,On The Out CIC,"£20,985.58"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28/10/2024,5105955750,Kompan Ltd,"£20,928.20"
Manchester City Council,Housing General Fund,Building Works,21/10/2024,1908611385,UPS Building & Maintenance Ltd,"£20,905.04"
Manchester City Council,Housing General Fund,Building Works,15/10/2024,1908606049,UPS Building & Maintenance Ltd,"£20,905.04"
Manchester City Council,Housing General Fund,Building Works,15/10/2024,1908606048,UPS Building & Maintenance Ltd,"£20,905.04"
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,21/10/2024,5105955835,Standard Fuels Oils,"£20,884.42"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,29/10/2024,5105956554,Central Mcr Uni Hospital t/a,"£20,833.33"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,09/10/2024,5105953958,Central Mcr Uni Hospital t/a,"£20,833.33"
Manchester City Council,Adult Social Care,Home Care ,23/10/2024,1908613969,Meridian Health and Social Care Ltd,"£20,814.27"
Manchester City Council,Regeneration Finance,Security,07/10/2024,5105953371,Showsec International Ltd,"£20,800.38"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616377,St Marys Nursing Home,"£20,788.16"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22/10/2024,5105956077,EQUANS Regeneration Limited,"£20,786.78"
Manchester City Council,Manchester Leisure,Recycling Facilities,24/10/2024,5105956316,Redgate Holdings Ltd,"£20,725.00"
Manchester City Council,Manchester Leisure,Professional Fees,25/10/2024,5105956907,Constellia Public Ltd,"£20,681.00"
Manchester City Council,Housing General Fund,Building Works,21/10/2024,1908611395,UPS Building & Maintenance Ltd,"£20,678.08"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,07/10/2024,5105952741,Redacted Personal Information,"£20,658.90"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,25/10/2024,5105956737,SocialSignin Ltd,"£20,654.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605917,Heaton Park View Nursery,"£20,639.68"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602839,Crystal Care Solutions Ltd,"£20,592.00"
Manchester City Council,Regeneration Finance,Electricity,10/10/2024,1908601699,Haven Power Ltd,"£20,579.85"
Manchester City Council,Housing General Fund,Building Works,15/10/2024,1908606047,Pollock Lifts Ltd,"£20,575.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603015,The Together Trust,"£20,571.30"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603018,The Together Trust,"£20,571.30"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602919,Social Care Services Ltd,"£20,571.30"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602922,Social Care Services Ltd,"£20,571.30"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603016,The Together Trust,"£20,571.30"
Manchester City Council,Corporate Services,Car Parking Permits,11/10/2024,5105954218,Yunex Ltd,"£20,522.50"
Manchester City Council,Environment and Operations,Construction Works,28/10/2024,5105955316,J.Hopkins (Contractors) Ltd.,"£20,426.11"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599468,Creative Support Ltd,"£20,397.36"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616379,St Euphrasias Nursing Home,"£20,397.12"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,22/10/2024,5105956082,Moss Side Millennium Powerhouse Ltd,"£20,385.00"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616168,Doves Nest Ltd,"£20,383.96"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615964,Standwalk Ltd,"£20,366.64"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604154,Age Concern Manchester,"£20,332.00"
Manchester City Council,Adult Social Care,Supported Accommodation,23/10/2024,1908613902,Imagine Independence,"£20,283.90"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,31/10/2024,5105957701,Family Care Associates Ltd,"£20,156.25"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603012,The Together Trust,"£20,142.90"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,25/10/2024,5105956472,Great Places Housing Association,"£20,096.98"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,25/10/2024,5105954393,Great Places Housing Association,"£20,096.98"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105956552,Central Mcr Uni Hospital t/a,"£20,052.67"
Manchester City Council,Adult Social Care,Supported Accommodation,14/10/2024,1908603766,Future Directions CIC,"£20,039.52"
Manchester City Council,Childrens & Education Services,Professional fees,10/10/2024,5105954197,GMCA,"£20,000.00"
Manchester City Council,Manchester Leisure,Rents,02/10/2024,1908584391,Vanguard Holdings Ltd,"£20,000.00"
Manchester City Council,Corporate Services,Licences Purchase,30/10/2024,5105957375,Trojan Consultants Ltd (CASPAR),"£19,947.00"
Manchester City Council,Manchester Leisure,Rents,24/10/2024,5105956466,Mack Residential Letting Ltd,"£19,921.73"
Manchester City Council,Housing General Fund,Building Works,21/10/2024,1908611386,Pollock Lifts Ltd,"£19,909.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,25/10/2024,5105956697,Shared Lives Plus Ltd,"£19,864.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616164,Care Success Services Ltd,"£19,863.28"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,18/10/2024,1908610903,Positive Care Solutions Ltd,"£19,794.00"
Manchester City Council,Manchester Leisure,Grounds Maintenance,24/10/2024,5105956483,Redgate Holdings Ltd,"£19,775.38"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615939,Nestlings Care Ltd,"£19,746.42"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1908616123,Byron Lodge,"£19,701.04"
Manchester City Council,Manchester Leisure,Gas,24/10/2024,1908615228,SEFE ENERGY Ltd,"£19,672.97"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616291,Care Concepts Ltd,"£19,600.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596387,Family Care Associates Ltd,"£19,583.70"
Manchester City Council,Adult Social Care,Supported Accommodation,23/10/2024,1908613911,Select Support Partnership Ltd,"£19,572.44"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,10/10/2024,5105954192,Outwood Primary School,"£19,554.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616254,Southfields Care Homes Ltd,"£19,538.12"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616157,Clifton House,"£19,520.04"
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,11/10/2024,5105954451,Standard Fuels Oils,"£19,512.02"
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,24/10/2024,5105956496,Redgate Holdings Ltd,"£19,478.74"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616313,Northenden House,"£19,431.16"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616220,Gorton Parks Res.& Nursing Home,"£19,388.40"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105957766,Dowhigh Ltd,"£19,357.84"
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,10/10/2024,5105952567,African & Caribbean Mental Health,"£19,325.60"
Manchester City Council,Chief Executives,Machinery and equipment repairs,17/10/2024,5105955145,Quadient Finance UK Ltd (Rental),"£19,321.00"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,11/10/2024,1908602988,Positive Care Solutions Ltd,"£19,300.00"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,25/10/2024,1908615926,Positive Care Solutions Ltd,"£19,300.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,31/10/2024,5105957702,Family Care Associates Ltd,"£19,253.50"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616302,Moston Grange,"£19,250.80"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605944,Little Learning Ladder,"£19,243.57"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599451,Creative Support Ltd,"£19,241.76"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,31/10/2024,5105957590,Beechkeys Limited,"£19,202.49"
Manchester City Council,Adult Social Care,Supported Accommodation,28/10/2024,1908617090,Select Support Partnership Ltd,"£19,161.57"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,15/10/2024,5105954813,The Children'S Society Services Ltd,"£19,141.58"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599470,Mediline Supported Living,"£19,132.80"
Manchester City Council,Manchester Leisure,Cash Collection,22/10/2024,5105954683,APCOA PARKING UK Ltd,"£19,120.88"
Manchester City Council,Environment and Operations,Construction Works,21/10/2024,5105955729,J.Hopkins (Contractors) Ltd.,"£19,119.28"
Manchester City Council,Manchester Leisure,Rents,18/10/2024,5105955616,Eeven Homes Ltd.,"£19,027.43"
Manchester City Council,Manchester Leisure,Security,14/10/2024,5105954707,Showsec International Ltd,"£19,023.40"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,30/10/2024,1908603045,Keys Group Progressive Care,"£19,018.50"
