Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1011,Chief Executives,Counsel Costs,26/02/2025,1908742223,Central Chambers,£500.00
Manchester City Council,1005,Adult Social Care,Professional Services Provision,25/02/2025,1908740314,Chuam Ltd,£500.00
Manchester City Council,1007,Corporate Services,Training and Development,20/02/2025,5105976001,Bennett Workplace Solutions Ltd,£500.00
Manchester City Council,1000,Manchester Leisure,Professional fees,17/02/2025,5105974627,Squosh Compacting Company Ltd,£500.00
Manchester City Council,1004,Childrens & Education Services,Payments for services,19/02/2025,5105976723,Prospero Teaching,£500.00
Manchester City Council,1007,Corporate Services,Compensation Payments,28/02/2025,1908737834,Redacted Personal Information,£500.00
Manchester City Council,1004,Childrens & Education Services,Payments for services,19/02/2025,5105976709,Prospero Teaching,£500.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,24/02/2025,5105977245,Prospero Teaching,£500.00
Manchester City Council,1005,Adult Social Care,SC Clients-DP,26/02/2025,1908742795,Redacted Personal Information,£500.00
Manchester City Council,1004,Childrens & Education Services,Professional fees,24/02/2025,5105977244,Prospero Teaching,£500.00
Manchester City Council,1005,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908716783,PERFECT PROPERTY 4 U L,£500.00
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,13/02/2025,1908732003,Redacted Personal Information,£500.00
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,28/02/2025,5105978025,West Indian Sports and Social Club,£500.00
Manchester City Council,1005,Adult Social Care,Counsel Costs,05/02/2025,1908722272,Redacted Personal Information,£500.00
Manchester City Council,1005,Adult Social Care,Supported Accommodation,24/02/2025,1908738854,Redacted Personal Information,£500.00
Manchester City Council,1011,Chief Executives,Legal Fees,06/02/2025,1908723621,Salford City Council,£500.00
Manchester City Council,1000,Manchester Leisure,Professional Fees,10/02/2025,5105974327,Redacted Personal Information,£500.00
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908731129,VOUCHER EXPRESS,£500.00
Manchester City Council,1000,Manchester Leisure,Compensation Payments,25/02/2025,1908740379,Redacted Personal Information,£500.00
Manchester City Council,1000,Manchester Leisure,Supporting People Payments,03/02/2025,5105973693,Trustees of St Margarets,£500.00
Manchester City Council,1000,Manchester Leisure,Compensation Payments,25/02/2025,1908740369,Redacted Personal Information,£500.00
Manchester City Council,1011,Chief Executives,Counsel Costs,26/02/2025,1908742692,Unit Chambers,£500.00
Manchester City Council,1011,Chief Executives,Counsel Costs,26/02/2025,1908742693,Unit Chambers,£500.00
Manchester City Council,1011,Chief Executives,Counsel Costs,26/02/2025,1908742225,Redacted Personal Information,£500.00
Manchester City Council,1005,Adult Social Care,SC Clients-DP,13/02/2025,1908731952,Redacted Personal Information,£500.00
Manchester City Council,1000,Manchester Leisure,Special Event,03/02/2025,1908716134,Ukrainian Youth Association M’CR,£500.00
Manchester City Council,1000,Manchester Leisure,Special Event,10/02/2025,5105974011,Groundwork MSSTT,£500.00
Manchester City Council,1000,Manchester Leisure,Compensation Payments,25/02/2025,1908740356,Redacted Personal Information,£500.00
Manchester City Council,1011,Chief Executives,Counsel Costs,07/02/2025,1908725531,Redacted Personal Information,£500.00
Manchester City Council,1011,Chief Executives,Printing,13/02/2025,5105975454,The Purple Company (UK) Ltd,£500.00
Manchester City Council,1000,Manchester Leisure,Legal Fees,19/02/2025,1908735822,Redacted Personal Information,£500.00
Manchester City Council,1000,Manchester Leisure,Compensation Payments,25/02/2025,1908740370,Redacted Personal Information,£500.00
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974334,Rexel UK Ltd,-£502.88
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730705,BOOKING.COM,-£509.00
Manchester City Council,1005,Adult Social Care,Equipment,14/02/2025,5105976078,Invacare Limited,-£512.93
Manchester City Council,1007,Corporate Services,Fees,14/02/2025,1908714460,Newlyn Plc,-£520.07
Manchester City Council,1007,Corporate Services,HH Support Fund,21/02/2025,1700184074,Collyhurst Nursery School,-£525.00
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1700183996,Redacted Personal Information,-£539.00
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974319,Rexel UK Ltd,-£539.84
Manchester City Council,1003,Environment and Operations,Vehicle Plant Furniture and Equipment,12/02/2025,1908729789,BEST4SYSTEMS,-£540.00
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974316,Rexel UK Ltd,-£553.74
Manchester City Council,1007,Corporate Services,Cleaning Equipment and Materials,05/02/2025,5105974109,Arrow County Supplies,-£569.71
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974314,Rexel UK Ltd,-£577.58
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184136,Haven Power Ltd,-£581.90
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184220,Haven Power Ltd,-£584.38
Manchester City Council,1007,Corporate Services,Professional fees,21/02/2025,5105977178,Constellia Public Ltd,-£591.80
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184221,Haven Power Ltd,-£596.39
Manchester City Council,1004,Childrens & Education Services,Foster Payments,21/02/2025,1700184073,The Fostering Team,-£600.95
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184222,Haven Power Ltd,-£602.99
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974318,Rexel UK Ltd,-£611.43
Manchester City Council,1002,Hospitality + Trading Services,Professional fees,24/02/2025,5105977281,Triscan Systems Ltd,-£615.00
Manchester City Council,1007,Corporate Services,Water - Metered,27/02/2025,1700184130,Anglian Water Business (National),-£618.91
Manchester City Council,1005,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730439,HOTEL AT BOOKING.COM,-£626.00
Manchester City Council,1005,Adult Social Care,Supported Accommodation,27/02/2025,5105978029,Master Moves Ltd,-£628.72
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184224,Haven Power Ltd,-£638.25
Manchester City Council,1007,Corporate Services,Storage Costs,27/02/2025,5105977806,Apex Self Storage Ltd,-£650.07
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184223,Haven Power Ltd,-£670.88
Manchester City Council,1005,Adult Social Care,Training and Development,28/02/2025,5105978020,Bolton Mbc,-£700.00
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,05/02/2025,5105974268,GMCA,-£714.79
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",07/02/2025,1700183631,SP DUSK.COM,-£715.99
Manchester City Council,1004,Childrens & Education Services,Foster Payments,21/02/2025,1700184075,Redacted Personal Information,-£722.86
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974331,Rexel UK Ltd,-£726.30
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184225,Haven Power Ltd,-£732.15
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974320,Rexel UK Ltd,-£745.85
Manchester City Council,1007,Corporate Services,GRIR,27/02/2025,5105977993,Humans MCR,-£750.00
Manchester City Council,1012,Regeneration Finance,Removal and Storage of Furniture,27/02/2025,5105977846,Restore PLC,-£750.59
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974118,Rexel UK Ltd,-£751.92
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1700184226,Haven Power Ltd,-£768.42
Manchester City Council,1007,Corporate Services,Travel Season TLS,24/02/2025,5105975749,Transport for Greater Manchester,-£768.74
Manchester City Council,1000,Manchester Leisure,Furniture,11/02/2025,5105974480,Rtech Group Limited,-£770.00
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730719,TRAVELODGE P CARD ONLY,-£776.93
Manchester City Council,1007,Corporate Services,Elec Car Lease,28/02/2025,1700183889,Northumbria Healthcare NHS FT,-£786.65
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730824,TRAVELODGE P CARD ONLY,-£813.93
Manchester City Council,1007,Corporate Services,Elec Car Lease,10/02/2025,1700183633,Northumbria Healthcare NHS FT,-£834.75
Manchester City Council,1002,Hospitality + Trading Services,Security,27/02/2025,5105976356,Dante Fire & Security Ltd,-£858.00
Manchester City Council,1007,Corporate Services,Elec Car Lease,28/02/2025,1700184256,Northumbria Healthcare NHS FT,-£866.56
Manchester City Council,1000,Manchester Leisure,Professional fees,04/02/2025,5105973881,Mettler-Toledo Ltd,-£886.00
Manchester City Council,1005,Adult Social Care,Equipment,07/02/2025,5105974847,Orbis Protect Ltd,-£891.30
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,25/02/2025,5105977477,Master Moves Ltd,-£979.38
Manchester City Council,1011,Chief Executives,Catering,17/02/2025,5105976457,Manchester Central,-£992.65
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974111,Rexel UK Ltd,"-£1,006.50"
Manchester City Council,1010,Housing Revenue Account,Works and associated costs for Land and Buildings,12/02/2025,5105975680,E.ON Next,"-£1,085.47"
Manchester City Council,1000,Manchester Leisure,Furniture,04/02/2025,5105973828,Rtech Group Limited,"-£1,090.00"
Manchester City Council,1007,Corporate Services,Cleaning Equipment and Materials,21/02/2025,5105977035,Alliance Disposables Ltd,"-£1,132.75"
Manchester City Council,1002,Hospitality + Trading Services,Funeral and coroner related services,14/02/2025,5105976093,TARMAC,"-£1,134.08"
Manchester City Council,1000,Manchester Leisure,Professional fees,04/02/2025,5105973953,Diversity Travel Ltd,"-£1,228.52"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,28/02/2025,1700184263,Compass Fostering NW Ltd,"-£1,247.07"
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,27/02/2025,5105977783,Redacted Personal Information,"-£1,249.33"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974117,Rexel UK Ltd,"-£1,251.07"
Manchester City Council,1000,Manchester Leisure,Payments to Sub-Contractors,06/02/2025,5105974409,Idverde Limited,"-£1,255.30"
