Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636817,Haven Power Ltd,"£1,073.43"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628893,H.G. Care Services Ltd,"£1,073.24"
Manchester City Council,Chief Executives,Catering,08/11/2024,5105959067,Manchester Central,"£1,072.65"
Manchester City Council,Corporate Services,WPS Awards,15/11/2024,5105960585,Furniture Resource Centre Ltd,"£1,071.11"
Manchester City Council,Childrens & Education Services,Payments for services,15/11/2024,5105960554,Staff Resources Ltd,"£1,071.00"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646404,Redacted Personal Information,"£1,070.10"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633512,Redacted Personal Information,"£1,070.10"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,25/11/2024,5105962356,R & M Developments Ltd,"£1,070.00"
Manchester City Council,Manchester Leisure,Legal Fees,04/11/2024,1908623674,Liberay Legal Limited,"£1,070.00"
Manchester City Council,Highways Services,Grounds Maintenance,15/11/2024,5105959675,Conservation Building Services Ltd,"£1,070.00"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,19/11/2024,5105961007,R & M Developments Ltd,"£1,070.00"
Manchester City Council,Corporate Services,Equipment,29/11/2024,1908656291,Cooleraid Ltd,"£1,068.84"
Manchester City Council,Corporate Services,Equipment,29/11/2024,1908656296,Cooleraid Ltd,"£1,068.84"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642485,Redacted Personal Information,"£1,068.65"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631395,Summit Education Society Ltd,"£1,068.60"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631443,Merry Kidz Childcare Ltd,"£1,068.60"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636757,Haven Power Ltd,"£1,068.42"
Manchester City Council,Adult Social Care,Home Care ,27/11/2024,1908646851,Care Quality Services Limited,"£1,068.35"
Manchester City Council,Adult Social Care,Home Care ,20/11/2024,1908640324,Meridian Health and Social Care Ltd,"£1,068.26"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636251,Haven Power Ltd,"£1,067.62"
Manchester City Council,Childrens & Education Services,Furniture,13/11/2024,5105960225,Eps Supplies Ltd,"£1,067.38"
Manchester City Council,Manchester Leisure,Equipment,29/11/2024,5105963455,Dickinson Environmental,"£1,067.00"
Manchester City Council,Childrens & Education Services,Electricity,14/11/2024,1908636833,Haven Power Ltd,"£1,066.98"
Manchester City Council,Childrens & Education Services,Professional fees,25/11/2024,5105962203,Target Psychology Ltd,"£1,066.95"
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,29/11/2024,5105962391,Standard Fuels Oils,"£1,065.80"
Manchester City Council,Adult Social Care,Cleaning Equipment,06/11/2024,5105958303,Can't Believe It's not Clutter,"£1,065.80"
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657619,Meridian Health and Social Care Ltd,"£1,065.05"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631176,Redacted Personal Information,"£1,064.70"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631373,Brighter Beginnings New Moston,"£1,064.70"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631382,Building Blocks Day Nursery Moston,"£1,064.70"
Manchester City Council,Childrens & Education Services,Payments for services,25/11/2024,5105962341,Redacted Personal Information,"£1,064.00"
Manchester City Council,Corporate Services,Signers/Interpreters,04/11/2024,5105957998,Language Line Ltd,"£1,063.97"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638838,Enhance Social Care Ltd,"£1,063.60"
Manchester City Council,Manchester Leisure,Gas,14/11/2024,1908635974,SEFE ENERGY Ltd,"£1,063.35"
Manchester City Council,Corporate Services,Elec Car Lease,01/11/2024,1700178619,Northumbria Healthcare NHS FT,"£1,063.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631040,Redacted Personal Information,"£1,062.16"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636273,Haven Power Ltd,"£1,061.71"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633663,Redacted Personal Information,"£1,061.50"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645963,Redacted Personal Information,"£1,061.50"
Manchester City Council,Corporate Services,I T Provision,29/11/2024,5105963589,Taranto Systems Ltd,"£1,061.00"
Manchester City Council,Highways Services,Grounds Maintenance,27/11/2024,5105962955,The Fountain Company Ltd,"£1,060.00"
Manchester City Council,Hospitality + Trading Services,Equipment,27/11/2024,5105962850,Tents & Events Ltd,"£1,060.00"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,07/11/2024,5105958899,Redacted Personal Information,"£1,059.03"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631404,Foundation Years Nurs - Debdale,"£1,058.85"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629224,The Care Company Plus Ltd,"£1,058.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629580,Care 24 (UK) Limited,"£1,058.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628906,H.G. Care Services Ltd,"£1,058.00"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623983,Westwood Homecare (Northwest) Lt,"£1,058.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628917,H.G. Care Services Ltd,"£1,058.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629254,The Care Company Plus Ltd,"£1,058.00"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636604,Haven Power Ltd,"£1,057.42"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631485,Your Nursery Ltd,"£1,056.90"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631406,Happy Kids Childcare Ltd,"£1,056.90"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633937,Redacted Personal Information,"£1,056.86"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631291,Trinity House Community Resource Ce,"£1,054.95"
Manchester City Council,Regeneration Finance,Training and Development,19/11/2024,5105960926,Trinity College London,"£1,054.00"
Manchester City Council,Adult Social Care,Funeral and coroner related services,15/11/2024,5105960172,Greater Manchester Funeral Service,"£1,054.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,27/11/2024,5105962881,Fairway Landscapes Ltd,"£1,054.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",21/11/2024,5105961859,All 4 Pets Limited,"£1,054.00"
Manchester City Council,Manchester Leisure,Gas,14/11/2024,1908636011,SEFE ENERGY Ltd,"£1,052.88"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643565,Routes Healthcare (North) Ltd,"£1,052.66"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645750,Redacted Personal Information,"£1,052.60"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633379,Redacted Personal Information,"£1,052.60"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638623,Routes Healthcare (North) Ltd,"£1,051.12"
Manchester City Council,Highways Services,Grounds Maintenance,27/11/2024,5105962986,The Fountain Company Ltd,"£1,050.75"
Manchester City Council,Chief Executives,Training and Development,13/11/2024,5105959868,Salford GIS Ltd,"£1,050.00"
Manchester City Council,Childrens & Education Services,Payments for services,06/11/2024,5105958343,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,Childrens & Education Services,Payments for services,18/11/2024,5105960604,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,Childrens & Education Services,Payments for services,18/11/2024,5105960635,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,Childrens & Education Services,Payments for services,29/11/2024,5105962917,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,Adult Social Care,Professional fees,14/11/2024,5105960494,Action First iPeople Ltd,"£1,050.00"
Manchester City Council,Housing Revenue Account,Infra - Adaptations,26/11/2024,5105962485,Capita Property & Infras'ture Ltd,"£1,050.00"
Manchester City Council,Childrens & Education Services,Payments for services,29/11/2024,5105963006,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,Childrens & Education Services,Professional fees,05/11/2024,5105958275,Emotional and Trauma Support,"£1,050.00"
Manchester City Council,Childrens & Education Services,Professional fees,05/11/2024,5105958277,Emotional and Trauma Support,"£1,050.00"
Manchester City Council,Childrens & Education Services,Payments for services,27/11/2024,5105962944,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634014,Redacted Personal Information,"£1,049.99"
Manchester City Council,Manchester Leisure,Hire of Machinery,27/11/2024,5105963120,T.H. Horn Ltd,"£1,049.48"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646344,Redacted Personal Information,"£1,048.90"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633136,Redacted Personal Information,"£1,048.90"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646324,Redacted Personal Information,"£1,048.00"
Manchester City Council,Manchester Leisure,Legal Fees,29/11/2024,1908657758,Peasegoods,"£1,047.69"
Manchester City Council,Corporate Services,WPS Awards,29/11/2024,5105963306,Furniture Resource Centre Ltd,"£1,046.59"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627680,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629115,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,27/11/2024,1908646794,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638609,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629124,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623848,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627692,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,22/11/2024,1908643368,Be Caring Manchester,"£1,046.50"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643600,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05/11/2024,5105958152,Intergenerational Music Making CIC,"£1,046.00"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629760,Grace 24/7 Care,"£1,045.59"
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908639014,Grace 24/7 Care,"£1,045.59"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643936,Grace 24/7 Care,"£1,045.59"
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624369,Grace 24/7 Care,"£1,045.59"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,20/11/2024,5105961287,Redacted Personal Information,"£1,045.58"
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646060,Redacted Personal Information,"£1,045.00"
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633779,Redacted Personal Information,"£1,045.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631682,Redacted Personal Information,"£1,044.90"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,13/11/2024,1908634149,Redacted Personal Information,"£1,044.90"
